Speed,Voltage,Cas Latency / Timing,Capacity,DIMMs,Channel,Socket,Manufacturer,Processor,DDR,Certified Board (board rev / min BIOS),Date Added
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2400MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X Gaming (/F5),2014.09.23
2400MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC ( / V1.3),2014.09.23
2400MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2400MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 Killer (/ P1.3),2014.09.23
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i5-4690K,DDR3,Gigabyte Z97X-SOC FORCE (1.0 / F6),2014.09.23
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i5-4690K,DDR3,Gigabyte Z97X-SLI (1.0 / F5),2014.09.23
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i5-4690K,DDR3,MSI Z97 GAMING7 (1.0 / V1.3),2014.09.23
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1.1 / V1.3),2014.09.23
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i5-4690K,DDR3,ECS Z97-MACHINE (1.0 / 5.6.5),2014.09.23
2400MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,Gigabyte X99-SOC FORCE (0.3 / F4b),9.16.2014
2400MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,EVGA X99 FTW (1.0 / 5.6.5),9.16.2014
2400MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2400MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2400MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,ASROCK X99 OC FORMULA (1.01 / L0.19),9.16.2014
2400MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,Gigabyte X99-SOC FORCE (0.3 / F4b),9.16.2014
2400MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,EVGA X99 FTW (1.0 / 5.6.5),9.16.2014
2400MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2400MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2400MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5820K,DDR4,ASROCK X99 OC FORMULA (1.01 / L0.19),9.16.2014
2400MHz,1.65,10-12-12-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.30.2013
2400MHz,1.65,10-12-12-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,GIGABYTE X79-UP4 (1.1 / F4),9.30.2013
2400MHz,1.65,11-13-13-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0251),9.10.2013
2400MHz,1.65,11-13-13-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-4930X,DDR3,ASROCK X79-EXTREME 6 (1.05 / L2.42R),9.10.2013
2400MHz,1.65,11-13-13-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-4930X,DDR3,MSI X79A-GD45 PLUS (3.0 /V17.4B3),9.10.2013
2400MHz,1.65,11-13-13-31,64GB,8,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.10.2013
2400MHz,1.65,11-13-13-31,64GB,8,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,MSI X79A-GD45 PLUS (3.0 / V17.3),9.10.2013
2400MHz,1.65,9-11-9-27,4GB,2,Dual,LGA 1156,Corsair,Core? i7-860,DDR3,GIGABYTE GA-P55A-UD4P (1.0 / F8),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2400MHz,1.65,10-12-12-30,16GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,GIGABYTE Z87X-UD3H ( / D35),7.24.2013
2400MHz,1.65,10-12-12-30,16GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,MSI Z87-G43 ( / 1),7.24.2013
2400MHz,1.65,10-12-12-30,16GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,ASUS Z87 DELUXE ( / 1004),7.24.2013
2400MHz,1.65,10-12-12-30,8GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,GIGABYTE Z87X-UD3H ( / D35),7.24.2013
2400MHz,1.65,10-12-12-30,8GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,MSI Z87-G43 ( / 1),7.24.2013
2400MHz,1.65,10-12-12-30,8GB,2,Quad,LGA 2011,Patriot,Core? i7-4770K,DDR3,ASUS Z87 DELUXE ( / 1004),7.24.2013
2400MHz,1.65,11-13-13-30,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770K,DDR3,ASUS Z87 DELUXE (1.03 / 0801),7.24.2013
2400MHz,1.65,11-13-13-30,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770K,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),7.24.2013
2400MHz,1.65,11-13-13-30,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770K,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),7.24.2013
2400MHz,1.65,11-13-13-30,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770K,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),7.24.2013
2400MHz,1.65,11-13-13-30,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770K,DDR3,INTEL DZ8KLT-75K (01 / KLZ8711D.86A.0315.2013.0411.2218),7.24.2013
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2400MHz,1.65,10-12-10-30,8GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,ASUS Rampage IV Extreme (1.0 / 1005),-
2400MHz,1.65,9-11-11-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASRock Z77 EXTREME6 (1.01 / L0.25),-
2400MHz,1.65,9-11-11-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
2400MHz,1.65,9-11-11-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,BIOSTAR TZ77XE4 (5.1 / 4.6.5),-
2400MHz,1.65,9-11-11-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE GA-Z77-UD5H (1.0 / F6d),-
2400MHz,1.65,9-11-11-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77A-GB65 (2.1 / V29.16),-
2400MHz,1.65,11-11-11-31,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,MSI X79A-GD45 (1.20 / V1.3B1),-
2400MHz,1.65,11-11-11-31,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASRock X79 Extreme4 (1.03 / L1.42),-
2400MHz,1.65,11-11-11-31,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 0802),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V FORMULA (1.02 / 0502),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYBE Z77X-UP7 (1.0 / F3),-
2400MHz,1.65,10-12-12-31,16GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
2400MHz,1.65,10-12-12-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V FORMULA (1.02 / 0502),-
2400MHz,1.65,10-12-12-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
2400MHz,1.65,10-12-12-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYBE Z77X-UP7 (1.0 / F3),-
2400MHz,1.65,10-12-12-31,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
2400MHz,1.65,9-11-9-27,4GB,2,Dual,LGA 1156,Kingston,Core? i7-860S,DDR3,GIGABYTE GA-P55A-UD4P (1.0 / F7),-
2400MHz,1.65,11-13-13-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-3970X,DDR3,MSI XPOWER II (MS-7737) (1.05 / V1.4),-
2400MHz,1.65,11-13-13-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-3970X,DDR3,ASUS P9X79 DELUXE (1.03 / 2104),-
2400MHz,1.65,11-13-13-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASUS Z87 DELUXE (1.03 / 0801),-
2400MHz,1.65,11-13-13-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),-
2400MHz,1.65,11-13-13-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),-
2400MHz,1.65,11-13-13-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),-
2400MHz,1.65,11-13-13-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,INTEL DZ8KLT-75K (01 / KLZ8711D.86A.0315.2013.0411.2218),-
2400MHz,1.65,11-13-12-30,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,MSI Z77A-GD65 (MS-7751) (2.1 / E7751IMS-V10.3B1),-
2400MHz,1.65,11-13-12-30,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
2400MHz,1.65,11-13-12-30,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD5H (1.0 / F5d),-
2400MHz,1.65,11-13-11-30,8GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 0604 X64),-
2400MHz,1.65,9-11-9-28,4GB,2,Dual,LGA 1156,Transcend,Core? i7-875K,DDR3,ASUS P7P55D DELUXE (1.06 / 1702),-
2400MHz,1.65,11-12-11-29,8GB,2,Dual,LGA 1155,Transcend,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 1805),-
2400MHz,1.65,11-12-11-29,8GB,2,Dual,LGA 1155,Transcend,Core? i7-3770K,DDR3,GIGABYTE GA-Z77X-UD3H (1.0 / F18),-
2400MHz,1.65,11-12-11-29,8GB,2,Dual,LGA 1155,Transcend,Core? i7-3770K,DDR3,GIGABYTE GA-Z77-UD3H (1.0 / F18),-
2350MHz,1.65,9-11-9-27,6GB,3,Triple,LGA 1366,Corsair,Core? i7-980X,DDR3,GIGABYTE X58A-UD3R (1.0 / F5),-
2333MHz,1.65,9-11-9-27,4GB,2,Dual,LGA 1156,Corsair,Core? i7-860,DDR3,GIGABYTE GA-P55A-UD4P (1.0 / F5),-
2333MHz,1.65,9-11-9-27,6GB,3,Triple,LGA 1366,Kingston,Core? i7-980X,DDR3,ASUS P6X58D Premium (1.0 / 0804),-
2133MHz,1.2,13-13-13-36,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/0504 x64 ),2016.05.17
2133MHz,1.2,13-13-13-36,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F4h ),2016.05.17
2133MHz,1.2,13-13-13-36,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 3.0 / E7968IMS.150  ),2016.05.17
2133MHz,1.6,11-12-12-30,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770K,DDR3,GIGABYTE Z97X SOC FORCE (1.0/F6),2015.02.21
2133MHz,1.6,11-12-12-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4770K,DDR3,ASUS Z97 DELUXE (1.03/2012),2015.02.21
2133MHz,1.6,11-12-12-30,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4690K,DDR3,ASROCK Z97 KILLER (1.01/P1.3),2015.02.21
2133MHz,1.6,11-12-12-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX DC (1.1/V1.6),2015.02.21
2133MHz,1.2,13-15-15-28,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2133MHz,1.2,13-15-15-28,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2133MHz,1.2,13-15-15-28,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2015.02.21
2133MHz,1.2,13-15-15-28,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2133MHz,1.2,13-15-15-28,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2133MHz,1.2,13-15-15-28,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2133MHz,1.2,13-15-15-28,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2015.02.21
2133MHz,1.2,13-15-15-28,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2133MHz,1.2,13-15-15-28,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1203),2015.02.21
2133MHz,1.2,13-15-15-28,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2133MHz,1.2,13-15-15-28,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2015.02.21
2133MHz,1.5,11-11-11-27,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (0.2/F6),2014.11.05
2133MHz,1.5,11-11-11-27,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2133MHz,1.5,11-11-11-27,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2133MHz,1.5,11-11-11-27,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2133MHz,1.5,10-11-10-30,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (1/F6),2014.11.05
2133MHz,1.5,10-11-10-30,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2133MHz,1.5,10-11-10-30,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2133MHz,1.5,10-11-10-30,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2133MHz,1.5,11-11-11-27,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (1/F6),2014.11.05
2133MHz,1.5,11-11-11-27,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2133MHz,1.5,11-11-11-27,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2133MHz,1.5,11-11-11-27,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2133MHz,1.5,9-11-11-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (0.2/F6),2014.11.05
2133MHz,1.5,9-11-11-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2133MHz,1.5,9-11-11-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2133MHz,1.5,9-11-11-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2133MHz,1.65,11-12-11-30,16GB,4,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97-A MEDIA Streamer(/1103),2014.09.23
2133MHz,1.65,11-12-11-30,16GB,4,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte Z97 Gaming-G1 (/F5),2014.09.23
2133MHz,1.65,11-12-11-30,16GB,4,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC ( / 1.3),2014.09.23
2133MHz,1.65,11-12-11-30,16GB,4,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 Killer (/ P1.3),2014.09.23
2133MHz,1.6,11-12-11-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2133MHz,1.6,11-12-11-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 PRO3 (/P1.4),2014.09.23
2133MHz,1.6,11-12-11-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X Gaming (/F5),2014.09.23
2133MHz,1.6,11-12-11-30,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97A MEDIA (/1103),2014.09.23
2133MHz,1.65,11-12-11-32,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X-SOC FORCE ( / F6),2014.09.23
2133MHz,1.65,11-12-11-32,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2133MHz,1.65,11-12-11-32,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 Killer (/ P1.3),2014.09.23
2133MHz,1.5,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Gigabyte Z97X-SOC FORCE (1.0 / F6),2014.09.23
2133MHz,1.5,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Gigabyte Z97X-SLI (1.0 / F5),2014.09.23
2133MHz,1.5,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,MSI Z97 GAMING7 (1.0 / V1.3),2014.09.23
2133MHz,1.5,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC (1.1 / V1.3),2014.09.23
2133MHz,1.5,11-13-13-31,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,ECS Z97-MACHINE (1.0 / 5.6.5),2014.09.23
2133MHz,1.6,9-11-11-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.30.2013
2133MHz,1.6,9-11-11-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,GIGABYTE X79-UP4 (1.1 / F4),9.30.2013
2133MHz,1.6,9-11-11-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,MSI X79A-GD65 PLUS (3.0 / V17.4B3),9.30.2013
2133MHz,1.6,10-12-12-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.30.2013
2133MHz,1.6,10-12-12-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,GIGABYTE X79-UP4 (1.1 / F4),9.30.2013
2133MHz,1.6,10-12-12-31,16GB,4,Quad,LGA2011,G.SKILL,Core? i7-4960X,DDR3,MSI X79A-GD65 PLUS (3.0 / V17.4B3),9.30.2013
2133MHz,1.65,11-12-11-32,64GB,8,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0251),9.10.2013
2133MHz,1.65,11-12-11-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,ASROCK X79-EXTREME 6 (1.05 / L2.42R),9.10.2013
2133MHz,1.65,11-12-11-32,32GB,4,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,MSI X79A-GD45 PLUS (3.0 /V17.4B3),9.10.2013
2133MHz,1.6,10-12-12-31,64GB,8,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.10.2013
2133MHz,1.6,10-12-12-31,64GB,8,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,MSI X79A-GD45 PLUS (3.0 / V17.3),9.10.2013
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2133MHz,1.65,9-11-11-31,32GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2133MHz,1.65,9-10-9-24,4GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Gigabyte GA-P67A-UD4 ( / ),-
2133MHz,1.65,9-10-9-24,4GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,ASUS P8P67 Deluxe ( / ),-
2133MHz,1.6,9-10-9-24,4GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Gigabyte GA-P67A-UD4 (1.0 / F1),-
